Time,FCC.TIC1303.PV.csv,FCC.PI1301.PV.csv,FCC.FIC1311.PV.csv,FCC.TIC1402.PV.csv,FCC.TIC1402-1.PV.csv,FCC.FI1400.PV.csv,FCC.FIC1402-1.PV.csv,FCC.FVC1402.PV.csv,FCC.TI1419.PV.csv,FCC.LIC1404.PV.csv,FCC.TI1418.PV.csv,FCC.PDI1414.PV.csv,wdqy
2021/5/4 7:00,128.4104,0.1897507,0,0,166.7959,0.3293586,80.30968,80.37196,0,48.18325,160.7444,110.1639,202
2021/5/4 17:00,127.6333,0.190466,0,164.2638,164.4069,0.3293586,80.0678,80.06332,158.4393,52.20839,158.3892,110.1711,201.5
2021/5/5 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/5/5 17:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/5/6 7:00,127.8895,0.190466,0,165.3296,165.3081,0,80.56902,80.62727,159.2411,46.55788,0,110.1615,199
2021/5/6 17:00,127.502,0.1908117,0,167.4182,167.4253,0.3293586,80.44241,80.5131,161.3457,45.68518,161.2956,0,199
2021/5/7 7:00,0,0,0,0,0,0,0,0,0,0,0,0,198.5
2021/5/7 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/5/8 7:00,128.4898,0.191074,0,166.7673,166.8102,0.3464343,80.58259,80.57488,160.6692,45.81464,160.6191,110.1615,201
2021/5/8 17:00,126.7347,0.1899772,0,166.4168,166.4311,0.3293586,80.63416,80.55045,160.4938,46.51146,160.3937,110.1592,200.5
2021/5/9 7:00,0,0,0,0,0,0,0,0,0,0,0,0,202.5
2021/5/9 17:00,0,0,0,0,0,0,0,0,0,0,0,0,202.5
2021/5/10 7:00,125.3726,0.1908296,0,164.0421,164.0207,0,80.49187,80.36295,158.4393,47.27908,158.4393,0,205.5
2021/5/10 17:00,125.6104,0.1913243,0,163.1552,163.1838,0,80.40783,80.68368,0,48.18533,157.4371,0,203
2021/5/11 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201
2021/5/11 17:00,0,0,0,0,0,0,0,0,0,0,0,0,202.5
2021/5/12 7:00,125.3064,0.1909786,0,164.9147,164.9147,0,80.44358,80.53749,159.3414,47.33361,0,0,201
2021/5/12 17:00,125.2068,0.1909965,0,165.4297,165.2724,0.3293586,80.36419,80.4483,159.6169,48.33554,159.5417,110.1568,200
2021/5/13 7:00,0,0,0,0,0,0,0,0,0,0,0,0,199.5
2021/5/13 17:00,0,0,0,0,0,0,0,0,0,0,0,0,198
2021/5/14 7:00,125.113,0.1911753,0,165.9232,165.8875,0.3464343,79.76939,79.70892,159.9176,46.57547,159.9426,110.1592,199
2021/5/14 17:00,125.2326,0.1907819,0,166.2809,166.3238,0.3113478,79.93173,80.02977,160.5941,49.70444,160.6692,110.1592,202
2021/5/15 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/5/15 17:00,0,0,0,0,0,0,0,0,0,0,0,0,201
2021/5/16 7:00,127.3786,0.1894825,0,165.6586,165.6872,0,80.00255,80.03034,159.8424,49.04037,159.8424,110.1568,200
2021/5/16 17:00,128.2503,0.1902872,0,165.2795,165.2938,0,80.13258,80.16548,0,48.36769,159.3414,110.1592,200.5
2021/5/17 7:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/5/17 17:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/5/18 7:00,126.6289,0.189852,0,165.9018,165.9304,0.3464343,80.47354,80.39006,160.118,49.09742,160.0679,0,203
2021/5/18 17:00,128.2548,0.1890831,0,167.5684,167.6542,0.3293586,80.56118,80.46363,161.9972,45.95096,161.8217,110.1592,202
2021/5/19 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/5/19 17:00,0,0,0,0,0,0,0,0,0,0,0,0,202
2021/5/20 7:00,126.0627,0.1904004,0,164.0135,164.0207,0.3464343,80.21339,80.17558,158.2639,48.23939,158.2639,110.1592,198
2021/5/20 17:00,128.9931,0.1901143,0,164.0707,163.9921,0.3293586,80.65776,80.58497,158.1137,49.06878,0,0,198.5
2021/5/21 7:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/5/21 17:00,0,0,0,0,0,0,0,0,0,0,0,0,205
2021/5/22 7:00,125.3692,0.1898878,0,165.5799,165.5871,0.3464343,82.61054,82.68726,0,44.35385,0,110.1592,200
2021/5/22 17:00,126.2388,0.1892083,0,164.7073,164.6787,0,80.86226,80.68298,158.7901,46.84691,158.7149,110.1592,200.5
2021/5/23 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/5/23 17:00,0,0,0,0,0,0,0,0,0,0,0,0,199.5
2021/5/24 7:00,125.1525,0.1894884,0,165.0435,165.0363,0,81.01086,81.16814,159.1659,48.29215,0,110.1544,199.5
2021/5/24 17:00,126.1157,0.1903468,0,165.1651,165.1579,0.3293586,84.04016,84.14473,159.3414,45.99044,159.216,110.1544,200
2021/5/25 7:00,0,0,0,0,0,0,0,0,0,0,0,0,202.5
2021/5/25 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/5/26 7:00,127.0553,0.1898759,0,164.178,164.2638,0.3464343,83.95145,83.93974,0,46.24081,158.2389,0,199
2021/5/26 17:00,127.2619,0.1911455,0,166.5598,166.5742,0.3464343,91.70222,91.67383,0,47.82438,160.3937,0,200
2021/5/27 7:00,0,0,0,0,0,0,0,0,0,0,0,0,198.5
2021/5/27 17:00,0,0,0,0,0,0,0,0,0,0,0,0,201
2021/5/28 7:00,127.8676,0.1902097,0,162.0322,162.0465,0.3293586,90.73257,90.90104,156.4099,48.26165,0,0,192.5
2021/5/28 17:00,129.0091,0.1898759,0,165.1436,165.1436,0,90.93899,90.98603,159.0907,45.85602,159.0907,0,200
2021/5/29 7:00,0,0,0,0,0,0,0,0,0,0,0,0,198
2021/5/29 17:00,0,0,0,0,0,0,0,0,0,0,0,0,198
2021/5/30 7:00,126.8772,0.1898818,0,163.4341,163.2982,0,91.16058,91.07103,157.387,45.77112,157.4121,0,198
2021/5/30 17:00,129.1761,0.1902931,0,162.2611,162.304,0,91.06789,90.99246,156.485,50.32359,156.3598,110.1496,198.5
2021/5/31 7:00,0,0,0,0,0,0,0,0,0,0,0,0,202
2021/5/31 17:00,0,0,0,0,0,0,0,0,0,0,0,0,199
2021/6/1 7:00,127.4244,0.1924508,0,163.7489,163.6559,0.3464343,91.10713,91.23743,157.7378,47.78638,157.7127,0,200.5
2021/6/1 17:00,128.1222,0.1931244,0,163.6201,163.7059,0.3293586,90.90871,91.01685,157.6376,46.90437,157.6376,110.1639,200
2021/6/2 7:00,0,0,0,0,0,0,0,0,0,0,0,0,198.5
2021/6/2 17:00,0,0,0,0,0,0,0,0,0,0,0,0,198
2021/6/3 7:00,127.7323,0.1970345,0,166.2809,166.2809,0,87.95925,87.9624,160.5189,46.12919,0,0,192
2021/6/3 17:00,131.9964,0.1967543,0,166.0592,166.0305,0.3293586,87.07172,87.01096,159.9426,48.30816,159.9426,110.1568,200.5
2021/6/4 7:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/6/4 17:00,0,0,0,0,0,0,0,0,0,0,0,0,201
2021/6/5 7:00,129.1275,0.1940423,0,0,165.2724,0,86.92603,86.92799,0,48.20363,0,0,201
2021/6/5 17:00,130.0182,0.1920694,0,162.9907,163.0336,0.3293586,86.0205,86.05775,157.1365,48.4766,157.0864,110.1544,200
2021/6/6 7:00,0,0,0,0,0,0,0,0,0,0,0,0,194.5
2021/6/6 17:00,0,0,0,0,0,0,0,0,0,0,0,0,198.5
2021/6/7 7:00,130.3758,0.1909667,0,163.1623,163.148,0.3113478,85.02714,84.92744,157.1615,48.20834,157.0864,110.1592,199.5
2021/6/7 17:00,131.683,0.1907342,0,165.0506,165.0363,0.3293586,84.97444,84.94403,0,48.75849,0,0,199.5
2021/6/8 7:00,0,0,0,0,0,0,0,0,0,0,0,0,199
2021/6/8 17:00,0,0,0,0,0,0,0,0,0,0,0,0,198
2021/6/9 7:00,131.1117,0.1892977,0,166.4526,166.4025,0.3293586,85.06216,85.22433,0,47.1862,160.4187,0,199.5
2021/6/9 17:00,131.6336,0.1901918,0,166.2952,166.3095,0.3464343,85.12604,85.08903,160.2684,47.12824,160.1932,0,198.5
2021/6/10 7:00,0,0,0,0,0,0,0,0,0,0,0,0,198
2021/6/10 17:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/6/11 7:00,130.2395,0.1890772,0,165.5585,165.537,0,87.07639,87.01479,0,46.97583,159.3163,0,201.5
2021/6/11 17:00,131.3824,0.1892083,0,165.4369,165.4297,0.3293586,87.07337,86.88923,159.4666,48.36919,0,110.1544,201
2021/6/12 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/6/12 17:00,0,0,0,0,0,0,0,0,0,0,0,0,199
2021/6/13 7:00,129.7387,0.1901322,0,164.3926,164.3139,0,87.01566,87.1321,158.5646,47.09256,158.4393,0,202
2021/6/13 17:00,128.5876,0.1902037,0,164.7932,164.8003,0.3464343,87.00146,86.958,158.8653,47.5785,0,110.1639,202
2021/6/14 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/6/14 17:00,0,0,0,0,0,0,0,0,0,0,0,0,201
2021/6/15 7:00,130.3755,0.1901858,0,161.4099,161.3098,0,88.50598,88.4358,155.0819,45.39554,155.0068,110.1592,200
2021/6/15 17:00,131.5466,0.1909309,0,161.1811,161.1596,0,87.53743,87.67688,154.9818,49.09524,0,0,203
2021/6/16 7:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/6/16 17:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/6/17 7:00,129.3838,0.1912528,0,164.7788,164.7574,0.3464343,87.01564,86.87911,158.6899,46.40823,158.6398,110.1592,203
2021/6/17 17:00,129.5126,0.1910203,0,169.142,169.1277,0,89.00224,88.91127,162.8741,45.99894,162.8991,0,203
2021/6/18 7:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/6/18 17:00,0,0,0,0,0,0,0,0,0,0,0,0,206.5
2021/6/19 7:00,125.3964,0.1915985,0,168.3122,168.3051,0,86.0154,86.16476,162.398,47.43076,162.398,110.1615,200.5
2021/6/19 17:00,126.9244,0.1913005,0,167.6471,167.5255,0.3464343,85.87463,86.00028,161.6464,47.10071,161.6464,110.1544,203
2021/6/20 7:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/6/20 17:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/6/21 7:00,123.5992,0.1915329,0,166.7029,166.6814,0,87.84233,87.91408,161.045,48.09973,161.045,0,204.5
2021/6/21 17:00,123.7171,0.1914256,0,166.9318,166.9175,0,88.03956,87.88388,161.2705,47.88001,161.3207,0,201.5
2021/6/22 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/6/22 17:00,0,0,0,0,0,0,0,0,0,0,0,0,202.5
2021/6/23 7:00,125.3593,0.1914673,0,167.5612,167.4253,0.3293586,87.21754,87.39585,161.8719,47.54234,161.6965,110.1615,202
2021/6/23 17:00,124.0169,0.1920097,0,166.9032,0,0.3293586,87.05621,87.04562,0,46.85428,161.1703,110.1639,202.5
2021/6/24 7:00,0,0,0,0,0,0,0,0,0,0,0,0,202.5
2021/6/24 17:00,0,0,0,0,0,0,0,0,0,0,0,0,204
2021/6/25 7:00,122.4999,0.1905494,0,167.411,167.318,0.3464343,87.21754,87.27521,161.8969,48.49878,0,0,203
2021/6/25 17:00,120.8712,0.1912289,0,167.4253,167.4325,0,86.99606,86.88675,162.1725,48.36356,162.0723,110.1639,202
2021/6/26 7:00,0,0,0,0,0,0,0,0,0,0,0,0,204
2021/6/26 17:00,0,0,0,0,0,0,0,0,0,0,0,0,203.5
2021/6/27 7:00,122.4831,0.1911455,0,168.3051,168.2908,0,86.97977,87.05415,162.9492,48.25541,0,0,205
2021/6/27 17:00,122.5566,0.190764,0,168.1692,168.2121,0.3293586,87.03166,87.12014,162.5734,48.42498,162.6737,110.1615,203
2021/6/28 7:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/6/28 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/6/29 7:00,123.88,0.1905911,0,0,168.1763,0.3464343,87.1044,86.87054,162.4982,48.14574,162.423,110.1592,200
2021/6/29 17:00,124.0241,0.1913541,0,167.9975,168.0047,0,85.89984,85.96833,162.373,48.22653,162.3228,0,200
2021/6/30 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/6/30 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/7/1 7:00,123.2469,0.1903766,0,168.1763,168.3122,0.3293586,85.66814,86.00553,162.6486,48.53747,0,0,200
2021/7/1 17:00,124.758,0.190615,0,168.4195,168.4124,0,86.09361,86.12688,0,48.06149,0,0,200
2021/7/2 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/2 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/3 7:00,127.0104,0.190758,0,167.9403,167.9117,0.3464343,84.95089,85.01141,162.0472,49.01727,162.0723,110.1568,194
2021/7/3 17:00,130.7591,0.1906925,0,168.8344,168.7986,0,83.9388,83.94283,162.398,48.69614,162.423,110.1568,200
2021/7/4 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/4 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/5 7:00,130.4522,0.1896732,0,170.0504,170.036,0,80.86497,81.03075,163.751,48.64077,163.8261,110.1592,202
2021/7/5 17:00,130.8135,0.1899653,0,170.0647,170.0718,0,81.95432,81.96235,163.8763,48.99649,163.8011,0,197
2021/7/6 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/6 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/7/7 7:00,130.6345,0.1901739,0,170.6583,170.7012,0.3113478,83.12272,83.11633,164.5026,49.13186,164.2772,110.1568,200
2021/7/7 17:00,131.4435,0.1917475,0,0,171.0589,0,84.0319,84.00994,164.7782,49.55281,164.7281,110.1592,200
2021/7/8 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/8 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/9 7:00,131.1062,0.1906627,0,171.2949,171.3164,0.3113478,82.02123,81.998,165.1541,48.4068,0,110.1592,200
2021/7/9 17:00,129.6302,0.190758,0,171.3092,171.2735,0,83.00584,82.98216,165.1541,48.94221,165.0538,0,200.5
2021/7/10 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/7/10 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/7/11 7:00,128.8806,0.1911514,0,170.8085,170.8085,0,82.69854,82.89783,164.5777,49.16741,164.5777,0,200.5
2021/7/11 17:00,131.0004,0.1910859,0,171.2878,171.2949,0,81.01785,81.04735,164.8784,48.72615,164.8033,110.1592,201
2021/7/12 7:00,0,0,0,0,0,0,0,0,0,0,0,0,202.5
2021/7/12 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/7/13 7:00,130.944,0.1904183,0,170.9444,170.9015,0.3293586,79.82986,79.76201,164.7782,47.79935,0,110.1592,202
2021/7/13 17:00,129.111,0.1913302,0,171.0589,171.0732,0.3113478,84.94718,85.00304,164.678,48.55986,164.6279,0,202.5
2021/7/14 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/14 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/15 7:00,128.2503,0.1913243,0,171.0589,171.0303,0,85.93697,85.95426,164.8283,48.30026,164.8283,110.1544,200.5
2021/7/15 17:00,128.8722,0.1914971,0,167.6757,167.7043,0.3464343,85.03728,84.90958,161.6213,49.0626,161.6213,110.1592,201
2021/7/16 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/7/16 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/7/17 7:00,128.3836,0.1915985,0,169.0418,169.0275,0,86.97367,86.94773,162.7738,48.21819,162.7488,0,200
2021/7/17 17:00,129.1279,0.190156,0,170.9015,170.9373,0.3113478,86.98381,86.74732,164.6279,48.53559,164.703,0,201.5
2021/7/18 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/18 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/19 7:00,128.8983,0.1905256,0,171.8385,171.7885,0.3293586,87.24706,86.92936,165.5048,48.81537,0,0,200
2021/7/19 17:00,130.3703,0.1911753,0,171.438,171.2949,0.3464343,84.83813,84.871,165.0037,48.59021,0,0,200
2021/7/20 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/20 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/21 7:00,129.7689,0.1907223,0,169.0561,168.9989,0,85.95759,85.92735,162.6235,47.95856,162.5233,0,200
2021/7/21 17:00,128.431,0.1915329,0,170.4223,170.4151,0,85.41607,85.51485,164.3523,52.37174,164.2772,0,200
2021/7/22 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/22 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/7/23 7:00,128.51,0.191676,0,171.9315,171.7813,0.3464343,86.10444,86.0366,0,48.26736,165.605,110.1544,200.5
2021/7/23 17:00,127.8744,0.1917952,0,167.8902,167.8044,0,86.61548,86.88902,161.496,48.35543,161.5461,110.1496,201
2021/7/24 7:00,0,0,0,0,0,0,0,0,0,0,0,0,204.5
2021/7/24 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/7/25 7:00,130.2671,0.1911991,0,172.5824,172.5323,0,81.07101,81.10503,166.2815,48.13325,0,110.1592,197
2021/7/25 17:00,132.6299,0.1905852,0,172.0603,172.046,0,80.89571,81.00822,165.5048,48.37041,165.7303,110.1496,201.5
2021/7/26 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/7/26 17:00,0,0,0,0,0,0,0,0,0,0,0,0,202
2021/7/27 7:00,130.383,0.1909368,0,171.9887,172.1103,0,83.85138,83.78976,166.006,48.02113,165.6802,0,201
2021/7/27 17:00,131.1351,0.1905017,0,172.1819,172.0603,0.3113478,82.86745,83.05591,166.006,48.40635,165.8807,110.1496,201.5
2021/7/28 7:00,0,0,0,0,0,0,0,0,0,0,0,0,202
2021/7/28 17:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/7/29 7:00,0,0.1910322,0,0,0,0,0,0,165.129,0,164.9035,0,200
2021/7/29 17:00,129.3794,0.1908534,0,171.0517,171.066,0.3113478,83.12672,83.123,0,49.06179,164.9286,110.1639,200.5
2021/7/30 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/7/30 17:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/7/31 7:00,128.8221,0.1902872,0,171.4165,171.4666,0.3464343,82.02882,82.1488,0,49.20983,165.2042,110.1592,200.5
2021/7/31 17:00,130.1255,0.1909309,0,171.7026,171.7169,0.3113478,79.98542,80.02657,165.4046,49.0559,165.4547,110.1592,201
2021/8/1 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/8/1 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/8/2 7:00,130.3812,0.1910799,0,170.923,170.9015,0.3293586,82.03643,82.03446,164.4525,49.03624,0,110.1639,200.5
2021/8/2 17:00,130.8832,0.1904064,0,170.6726,170.7084,0.3464343,82.02118,82.00312,164.6279,48.68571,0,110.1568,200
2021/8/3 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/8/3 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/4 7:00,133.0556,0.189703,0,171.2663,171.3378,0,82.19388,82.17076,164.9035,48.1322,164.9286,0,201
2021/8/4 17:00,131.5679,0.1898103,0,170.0504,170.036,0.3113478,82.12707,82.23714,163.5505,48.4261,0,110.1592,200
2021/8/5 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/5 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/6 7:00,133.1704,0.189852,0,169.3351,169.2922,0,80.8858,81.00898,163.2248,48.88898,0,0,196.5
2021/8/6 17:00,131.7683,0.1896136,0,168.255,168.3051,0.3464343,81.84362,81.89011,162.5233,49.41565,161.8468,110.1592,201.5
2021/8/7 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/7 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/8 7:00,132.6255,0.1906329,0,169.8215,169.6999,0.3113478,81.91552,81.97956,163.6758,48.69492,163.3,110.1592,200
2021/8/8 17:00,130.6373,0.1912766,0,170.5796,170.551,0,82.16537,81.98778,163.8763,48.48289,163.9765,110.1615,200.5
2021/8/9 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/9 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/8/10 7:00,129.8175,0.1914793,0,168.6842,168.7057,0,79.68542,79.81844,162.4732,49.03538,162.3479,0,201
2021/8/10 17:00,131.5137,0.1914495,0,171.2019,170.9659,0,80.16761,80.25197,164.9035,48.8781,164.703,110.1592,200
2021/8/11 7:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/8/11 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/12 7:00,125.7459,0.1903944,0,171.066,171.1161,0.3464343,80.15319,80.16921,164.7782,49.24697,164.8283,0,202.5
2021/8/12 17:00,129.9862,0.1910322,0,170.8085,170.8157,0.3464343,81.9833,81.91213,0,49.98932,0,0,200
2021/8/13 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/13 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/8/14 7:00,131.1935,0.1906865,0,169.1706,169.1849,0,80.07054,80.0042,162.7488,47.50202,162.7488,110.1592,200.5
2021/8/14 17:00,131.2496,0.1906805,0,167.9403,167.9117,0.3464343,83.09556,83.18159,0,48.2566,161.471,110.1639,200
2021/8/15 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/15 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/16 7:00,131.8956,0.1902454,0,170.5796,170.5367,0,83.05958,83.07665,164.1769,48.66604,164.1769,110.1615,201.5
2021/8/16 17:00,132.493,0.1903527,0,166.6814,166.6814,0,80.7724,80.74662,160.4437,48.52695,160.4437,0,200.5
2021/8/17 7:00,0,0,0,0,0,0,0,0,0,0,0,0,202
2021/8/17 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/8/18 7:00,130.2193,0.1899593,0,169.049,169.0418,0.3293586,80.06273,80.19343,163.0494,48.66399,0,110.1615,201.5
2021/8/18 17:00,130.253,0.1896077,0,168.1907,168.1692,0.3464343,82.19181,82.05691,0,48.26118,162.0222,110.1544,200
2021/8/19 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/19 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/20 7:00,131.9985,0.1897924,0,168.1406,168.1763,0.3293586,81.99543,81.90259,161.8969,48.89768,161.8217,0,201.5
2021/8/20 17:00,130.8018,0.1893394,0,0,169.9359,0.3464343,82.10054,81.96185,163.5756,48.68717,163.5004,110.1568,200
2021/8/21 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/8/21 17:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/8/22 7:00,130.2475,0.1903825,0,169.1992,169.1992,0,83.02016,82.88282,162.9742,48.69612,162.9742,110.1592,202.5
2021/8/22 17:00,128.7726,0.1902574,0,166.66,166.8245,0,84.08715,84.13245,160.3937,48.36278,160.3185,110.1544,201.5
2021/8/23 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/23 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/24 7:00,130.3515,0.1899116,0,170.3078,170.0217,0.3464343,83.94105,83.97516,163.6758,48.97574,163.7009,110.1592,200
2021/8/24 17:00,129.5043,0.1902097,0,170.8228,170.6941,0.3293586,85.91402,85.81377,0,48.78113,164.2772,110.1568,200
2021/8/25 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/25 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/26 7:00,131.1622,0.1898461,0,170.3078,170.3436,0,82.0176,81.94006,164.1519,49.56806,164.0015,110.1615,200
2021/8/26 17:00,130.2361,0.1905852,0,170.6583,170.6726,0.3293586,81.63378,81.73015,164.3773,49.0945,164.3022,110.1544,201.5
2021/8/27 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/8/27 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/28 7:00,129.7767,0.1893096,0,168.9488,168.9345,0.3464343,81.04567,80.9678,162.7237,49.28672,162.4982,110.1639,200
2021/8/28 17:00,130.3904,0.1894348,0,168.9989,169.049,0.3293586,80.05489,80.05089,0,50.27885,0,0,197
2021/8/29 7:00,0,0,0,0,0,0,0,0,0,0,0,0,197
2021/8/29 17:00,0,0,0,0,0,0,0,0,0,0,0,0,197.5
2021/8/30 7:00,131.4942,0.1901083,0,169.8215,169.9431,0.362707,80.04629,80.28756,0,48.62667,163.5004,110.1592,201
2021/8/30 17:00,130.7475,0.1909786,0,169.1992,169.2922,0,81.71569,81.69693,162.6987,49.78837,162.9242,110.1615,200
2021/8/31 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/8/31 17:00,0,0,0,0,0,0,0,0,0,0,0,0,203
2021/9/1 7:00,131.6573,0.1895182,0,169.9788,169.9502,0,80.70316,80.83808,163.6007,49.17316,0,110.1544,200.5
2021/9/1 17:00,131.0558,0.1899832,0,169.2135,169.1992,0.3464343,80.44033,80.32486,162.6486,49.30056,162.6235,110.1544,200.5
2021/9/2 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/9/2 17:00,0,0,0,0,0,0,0,0,0,0,0,0,202.5
2021/9/3 7:00,130.2656,0.1903944,0,170.1147,170.0861,0,82.22311,82.27068,163.5004,48.80326,163.4754,110.1592,203
2021/9/3 17:00,131.3878,0.1906805,0,172.5323,172.5967,0,82.31711,82.43018,0,47.98508,166.031,0,200
2021/9/4 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201
2021/9/4 17:00,0,0,0,0,0,0,0,0,0,0,0,0,202
2021/9/5 7:00,128.7147,0.1923674,0,171.6955,171.7026,0,82.2032,82.16819,165.6552,48.54899,165.2292,0,197.5
2021/9/5 17:00,130.728,0.1924747,0,171.4237,171.4737,0.3293586,82.07409,82.13702,165.0538,49.24755,0,0,197.5
2021/9/6 7:00,0,0,0,0,0,0,0,0,0,0,0,0,202
2021/9/6 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200.5
2021/9/7 7:00,131.891,0.1938158,0,170.9015,170.9444,0.3293586,78.0848,78.07521,164.4525,48.64843,164.5026,110.1568,201.5
2021/9/7 17:00,131.0384,0.1928502,0,171.3521,171.3235,0.3464343,79.32855,79.258,164.8784,47.95868,0,110.152,202.5
2021/9/8 7:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/9/8 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/9/9 7:00,130.2858,0.1929217,0,171.9458,171.8099,0,79.28241,79.26948,165.58,48.14634,0,110.1592,200
2021/9/9 17:00,131.3388,0.1922601,0,171.8242,171.7956,0,79.25993,79.2888,165.3795,49.02334,0,0,201
2021/9/10 7:00,0,0,0,0,0,0,0,0,0,0,0,0,201.5
2021/9/10 17:00,0,0,0,0,0,0,0,0,0,0,0,0,200
2021/9/11 7:00,131.3046,0.1925581,0,171.581,171.6168,0,80.10598,80.19791,0,48.5336,165.2042,110.1592,200.5
